Dacia,Briney,Dacia.Briney@icanschool.com,GameArt,2021,Paris
Cindelyn,Gamaliel,Cindelyn.Gamaliel@icanschool.com,GameArt,2019,Paris
Aubrie,Cynar,Aubrie.Cynar@icanschool.com,GameProgramming,2019,Paris
Teddie,Radu,Teddie.Radu@icanschool.com,GameProgramming,2020,Paris
Camile,Brian,Camile.Brian@icanschool.com,Communication,2021,Paris
Dorthy,Llovera,Dorthy.Llovera@icanschool.com,GameProgramming,2022,Paris
Emma,Malvino,Emma.Malvino@icanschool.com,UX,2023,Paris
Fanchon,Seumas,Fanchon.Seumas@icanschool.com,GameProgramming,2021,Paris
Keelia,Brieta,Keelia.Brieta@icanschool.com,GameDesign,2023,Paris
Agnese,Ledah,Agnese.Ledah@icanschool.com,GameArt,2018,Paris
Dorice,Koziara,Dorice.Koziara@icanschool.com,Web,2020,Paris
Yetty,Natalia,Yetty.Natalia@icanschool.com,Communication,2023,Paris
Flory,Anastatius,Flory.Anastatius@icanschool.com,GameDesign,2018,Paris
Noelle,Charmine,Noelle.Charmine@icanschool.com,UX,2022,Paris
Rayna,Goldina,Rayna.Goldina@icanschool.com,BD,2023,Paris
Jean,Durante,Jean.Durante@icanschool.com,GameArt,2018,Paris
Therine,Auberbach,Therine.Auberbach@icanschool.com,GameProgramming,2021,Paris
Shirlee,Yorick,Shirlee.Yorick@icanschool.com,Communication,2018,Paris
Tina,Old,Tina.Old@icanschool.com,GameProgramming,2022,Paris
Kirstin,Knowling,Kirstin.Knowling@icanschool.com,Web,2020,Paris
Dotty,Nance,Dotty.Nance@icanschool.com,BD,2021,Paris
Marline,Quinn,Marline.Quinn@icanschool.com,GameDesign,2023,Paris
Tybie,Alarise,Tybie.Alarise@icanschool.com,BD,2019,Paris
Riannon,Ackerley,Riannon.Ackerley@icanschool.com,BD,2021,Paris
Drucie,Himelman,Drucie.Himelman@icanschool.com,GameProgramming,2018,Paris
Chastity,Peonir,Chastity.Peonir@icanschool.com,Communication,2022,Paris
Ezmeralda,Andrel,Ezmeralda.Andrel@icanschool.com,Web,2021,Paris
Oona,Alarise,Oona.Alarise@icanschool.com,Communication,2022,Paris
Elora,Pierette,Elora.Pierette@icanschool.com,BD,2023,Paris
Kassey,Oriana,Kassey.Oriana@icanschool.com,Web,2021,Paris
Rivalee,Ehrman,Rivalee.Ehrman@icanschool.com,Communication,2022,Paris
Maisey,Breed,Maisey.Breed@icanschool.com,GameProgramming,2021,Paris
Ginnie,Tufts,Ginnie.Tufts@icanschool.com,Web,2023,Paris
Andeee,Annice,Andeee.Annice@icanschool.com,Communication,2023,Paris
Frank,Rugen,Frank.Rugen@icanschool.com,GameDesign,2021,Paris
Gilligan,Brandice,Gilligan.Brandice@icanschool.com,UX,2018,Paris
Brynna,Hessler,Brynna.Hessler@icanschool.com,GameArt,2022,Paris
Juliane,Urias,Juliane.Urias@icanschool.com,GameDesign,2020,Paris
Vere,Arvo,Vere.Arvo@icanschool.com,GameArt,2023,Paris
Katleen,Emerson,Katleen.Emerson@icanschool.com,Web,2018,Paris
Celestyna,Ball,Celestyna.Ball@icanschool.com,GameProgramming,2019,Paris
Liana,Ulphia,Liana.Ulphia@icanschool.com,UX,2021,Paris
Kaia,Edvard,Kaia.Edvard@icanschool.com,GameDesign,2019,Paris
Janey,Tybald,Janey.Tybald@icanschool.com,Communication,2022,Paris
Etta,Koehler,Etta.Koehler@icanschool.com,Communication,2020,Paris
Lizzie,Abram,Lizzie.Abram@icanschool.com,Communication,2018,Paris
Mara,Boycey,Mara.Boycey@icanschool.com,GameArt,2018,Paris
Marcelline,Amadas,Marcelline.Amadas@icanschool.com,Communication,2023,Paris
Mureil,Cottle,Mureil.Cottle@icanschool.com,Web,2019,Paris
Monika,Yorick,Monika.Yorick@icanschool.com,BD,2018,Paris
Patricia,Aida,Patricia.Aida@icanschool.com,BD,2019,Paris
Elise,Mozelle,Elise.Mozelle@icanschool.com,GameArt,2019,Paris
Carly,LaRue,Carly.LaRue@icanschool.com,BD,2019,Paris
Shannah,Si,Shannah.Si@icanschool.com,Communication,2023,Paris
Kassey,Esmaria,Kassey.Esmaria@icanschool.com,GameArt,2019,Paris
Karena,Riva,Karena.Riva@icanschool.com,GameArt,2020,Paris
Kenna,Donell,Kenna.Donell@icanschool.com,BD,2023,Paris
Anestassia,Durante,Anestassia.Durante@icanschool.com,GameDesign,2018,Paris
Lily,Shuler,Lily.Shuler@icanschool.com,Communication,2021,Paris
Shel,Estella,Shel.Estella@icanschool.com,Communication,2020,Paris
Bobinette,Zuzana,Bobinette.Zuzana@icanschool.com,GameProgramming,2018,Paris
Myrtice,Wu,Myrtice.Wu@icanschool.com,BD,2020,Paris
Jean,Ivens,Jean.Ivens@icanschool.com,GameDesign,2019,Paris
Talya,Margret,Talya.Margret@icanschool.com,Communication,2018,Paris
Andeee,Raul,Andeee.Raul@icanschool.com,UX,2018,Paris
Jacenta,Lea,Jacenta.Lea@icanschool.com,Communication,2021,Paris
Sheree,Schenck,Sheree.Schenck@icanschool.com,UX,2020,Paris
Carolina,Maroney,Carolina.Maroney@icanschool.com,UX,2018,Paris
Neila,Gregrory,Neila.Gregrory@icanschool.com,Web,2022,Paris
Judy,Wandie,Judy.Wandie@icanschool.com,GameProgramming,2019,Paris
Jerry,Sabella,Jerry.Sabella@icanschool.com,UX,2019,Paris
Allis,Tufts,Allis.Tufts@icanschool.com,GameProgramming,2021,Paris
Lynde,Kamaria,Lynde.Kamaria@icanschool.com,Communication,2018,Paris
Zsa Zsa,Hashim,Zsa Zsa.Hashim@icanschool.com,BD,2018,Paris
Cathie,Cloris,Cathie.Cloris@icanschool.com,Web,2019,Paris
Flory,Elvyn,Flory.Elvyn@icanschool.com,GameDesign,2022,Paris
Ermengarde,Fiester,Ermengarde.Fiester@icanschool.com,Web,2023,Paris
Gaylene,Ardeha,Gaylene.Ardeha@icanschool.com,Web,2023,Paris
Regina,Mich,Regina.Mich@icanschool.com,GameProgramming,2021,Paris
Max,Han,Max.Han@icanschool.com,GameArt,2018,Paris
Bertine,Gamaliel,Bertine.Gamaliel@icanschool.com,BD,2020,Paris
Darci,Fadiman,Darci.Fadiman@icanschool.com,GameProgramming,2022,Paris
Selma,Bettine,Selma.Bettine@icanschool.com,GameProgramming,2020,Paris
Demetris,Shaddock,Demetris.Shaddock@icanschool.com,GameProgramming,2019,Paris
Gerrie,Cecile,Gerrie.Cecile@icanschool.com,Communication,2020,Paris
Kirstin,Latini,Kirstin.Latini@icanschool.com,UX,2018,Paris
Camile,Girardo,Camile.Girardo@icanschool.com,BD,2020,Paris
Jere,Kesley,Jere.Kesley@icanschool.com,BD,2022,Paris
Celisse,Etom,Celisse.Etom@icanschool.com,UX,2020,Paris
Kaja,Zitvaa,Kaja.Zitvaa@icanschool.com,BD,2022,Paris
Sallie,Duwalt,Sallie.Duwalt@icanschool.com,UX,2022,Paris
Janis,Jehu,Janis.Jehu@icanschool.com,GameProgramming,2019,Paris
Kimmy,Herrera,Kimmy.Herrera@icanschool.com,GameArt,2018,Paris
Bettine,Lindemann,Bettine.Lindemann@icanschool.com,UX,2019,Paris
Tilly,Andrel,Tilly.Andrel@icanschool.com,Web,2019,Paris
Nananne,Bonucci,Nananne.Bonucci@icanschool.com,UX,2018,Paris
Blake,Ammann,Blake.Ammann@icanschool.com,Communication,2022,Paris
Mureil,Janene,Mureil.Janene@icanschool.com,BD,2019,Paris
Ketti,O'Rourke,Ketti.O'Rourke@icanschool.com,UX,2019,Paris
Phedra,Chabot,Phedra.Chabot@icanschool.com,GameArt,2020,Paris
Theodora,Pauly,Theodora.Pauly@icanschool.com,GameArt,2020,Paris
Evaleen,Carri,Evaleen.Carri@icanschool.com,Web,2021,Paris
Fanchon,Schonfeld,Fanchon.Schonfeld@icanschool.com,Communication,2022,Paris
Corry,Heidt,Corry.Heidt@icanschool.com,GameDesign,2021,Paris
Cathie,Hoban,Cathie.Hoban@icanschool.com,BD,2019,Paris
Gianina,Mallon,Gianina.Mallon@icanschool.com,BD,2019,Paris
Annabela,Henrie,Annabela.Henrie@icanschool.com,UX,2019,Paris
Julieta,Esmaria,Julieta.Esmaria@icanschool.com,GameProgramming,2018,Paris
Tressa,O'Rourke,Tressa.O'Rourke@icanschool.com,UX,2021,Paris
Clo,Dudley,Clo.Dudley@icanschool.com,GameDesign,2021,Paris
Donetta,Malina,Donetta.Malina@icanschool.com,GameArt,2018,Paris
Wileen,Ricarda,Wileen.Ricarda@icanschool.com,GameDesign,2019,Paris
Ardys,Roche,Ardys.Roche@icanschool.com,GameProgramming,2021,Paris
Hope,Phyllis,Hope.Phyllis@icanschool.com,GameProgramming,2022,Paris
Alie,Thornburg,Alie.Thornburg@icanschool.com,Web,2022,Paris
Elbertina,Stilwell,Elbertina.Stilwell@icanschool.com,GameDesign,2021,Paris
Jemie,Thar,Jemie.Thar@icanschool.com,Communication,2023,Paris
Susan,Melan,Susan.Melan@icanschool.com,UX,2022,Paris
Kylynn,Afton,Kylynn.Afton@icanschool.com,GameArt,2019,Paris
Melina,Hanleigh,Melina.Hanleigh@icanschool.com,BD,2018,Paris
Tamqrah,Rosette,Tamqrah.Rosette@icanschool.com,GameArt,2022,Paris
Selia,Mayeda,Selia.Mayeda@icanschool.com,GameArt,2020,Paris
Jillayne,Harned,Jillayne.Harned@icanschool.com,BD,2021,Paris
Julieta,Shaver,Julieta.Shaver@icanschool.com,UX,2019,Paris
Bill,Henrie,Bill.Henrie@icanschool.com,GameProgramming,2022,Paris
Jobi,Daveta,Jobi.Daveta@icanschool.com,Web,2020,Paris
Juliane,Henebry,Juliane.Henebry@icanschool.com,Communication,2022,Paris
Imojean,Friede,Imojean.Friede@icanschool.com,GameDesign,2021,Paris
Liana,Mayeda,Liana.Mayeda@icanschool.com,GameArt,2021,Paris
Celestyna,Germann,Celestyna.Germann@icanschool.com,BD,2023,Paris
Rayna,Marlie,Rayna.Marlie@icanschool.com,GameProgramming,2020,Paris
Susan,Behre,Susan.Behre@icanschool.com,Communication,2019,Paris
Arlena,An,Arlena.An@icanschool.com,Communication,2018,Paris
Mamie,Middleton,Mamie.Middleton@icanschool.com,GameArt,2019,Paris
Sharlene,Myrilla,Sharlene.Myrilla@icanschool.com,GameDesign,2022,Paris
Libbie,Edvard,Libbie.Edvard@icanschool.com,GameDesign,2022,Paris
Gianina,Poll,Gianina.Poll@icanschool.com,GameDesign,2022,Paris
Jaime,Faro,Jaime.Faro@icanschool.com,Communication,2020,Paris
Ebonee,Tippets,Ebonee.Tippets@icanschool.com,UX,2020,Paris
Arlena,Adlare,Arlena.Adlare@icanschool.com,Web,2020,Paris
Lynea,Sprage,Lynea.Sprage@icanschool.com,GameDesign,2021,Paris
Frances,Swigart,Frances.Swigart@icanschool.com,Web,2018,Paris
Benita,Claudine,Benita.Claudine@icanschool.com,GameProgramming,2020,Paris
Tonia,Podvin,Tonia.Podvin@icanschool.com,UX,2021,Paris
Nataline,Norvol,Nataline.Norvol@icanschool.com,Web,2018,Paris
Dari,Taima,Dari.Taima@icanschool.com,Communication,2019,Paris
Elena,Kronfeld,Elena.Kronfeld@icanschool.com,GameProgramming,2022,Paris
Cissiee,Darbie,Cissiee.Darbie@icanschool.com,UX,2019,Paris
Zsa Zsa,Eno,Zsa Zsa.Eno@icanschool.com,GameDesign,2023,Paris
Gwenneth,Rurik,Gwenneth.Rurik@icanschool.com,GameDesign,2023,Paris
Florencia,Helve,Florencia.Helve@icanschool.com,GameArt,2018,Paris
Jaclyn,Flita,Jaclyn.Flita@icanschool.com,BD,2022,Paris
Heddie,Eliathas,Heddie.Eliathas@icanschool.com,GameArt,2022,Paris
Bobbi,Goldina,Bobbi.Goldina@icanschool.com,UX,2018,Paris
Melodie,Swigart,Melodie.Swigart@icanschool.com,GameDesign,2018,Paris
Daryl,Caitlin,Daryl.Caitlin@icanschool.com,Communication,2023,Paris
Concettina,Milde,Concettina.Milde@icanschool.com,GameProgramming,2023,Paris
Willetta,Hepsibah,Willetta.Hepsibah@icanschool.com,GameDesign,2023,Paris
Maridel,Iaverne,Maridel.Iaverne@icanschool.com,GameDesign,2020,Paris
Malina,Han,Malina.Han@icanschool.com,GameDesign,2023,Paris
Alleen,Oscar,Alleen.Oscar@icanschool.com,Communication,2022,Paris
Dawn,Thornburg,Dawn.Thornburg@icanschool.com,Web,2021,Paris
Verla,Roumell,Verla.Roumell@icanschool.com,Communication,2020,Paris
Raina,Ventre,Raina.Ventre@icanschool.com,BD,2021,Paris
Damaris,Rese,Damaris.Rese@icanschool.com,Communication,2021,Paris
Eolanda,Winnick,Eolanda.Winnick@icanschool.com,GameProgramming,2020,Paris
Maye,Hanleigh,Maye.Hanleigh@icanschool.com,BD,2022,Paris
Beverley,Dorine,Beverley.Dorine@icanschool.com,UX,2021,Paris
Dorene,Swanhildas,Dorene.Swanhildas@icanschool.com,UX,2022,Paris
Layla,Ahab,Layla.Ahab@icanschool.com,GameProgramming,2019,Paris
Genevra,Merell,Genevra.Merell@icanschool.com,GameArt,2019,Paris
Violet,Keily,Violet.Keily@icanschool.com,GameProgramming,2022,Paris
Averyl,Bakerman,Averyl.Bakerman@icanschool.com,GameArt,2022,Paris
Justinn,Urias,Justinn.Urias@icanschool.com,GameDesign,2021,Paris
Kirbee,Fancie,Kirbee.Fancie@icanschool.com,Communication,2021,Paris
Halette,Fiann,Halette.Fiann@icanschool.com,GameArt,2020,Paris
Elora,Hubert,Elora.Hubert@icanschool.com,Communication,2018,Paris
Marleah,Valoniah,Marleah.Valoniah@icanschool.com,GameProgramming,2021,Paris
Hayley,Montgomery,Hayley.Montgomery@icanschool.com,GameDesign,2018,Paris
Kassey,Belanger,Kassey.Belanger@icanschool.com,BD,2022,Paris
Beverley,Mandler,Beverley.Mandler@icanschool.com,UX,2022,Paris
Valeda,Liebermann,Valeda.Liebermann@icanschool.com,UX,2022,Paris
Paola,Afton,Paola.Afton@icanschool.com,Web,2021,Paris
Libbie,Willie,Libbie.Willie@icanschool.com,Web,2019,Paris
Grier,Bethany,Grier.Bethany@icanschool.com,UX,2019,Paris
Linet,Wind,Linet.Wind@icanschool.com,BD,2022,Paris
Keelia,Berriman,Keelia.Berriman@icanschool.com,UX,2022,Paris
Taffy,Buckler,Taffy.Buckler@icanschool.com,Communication,2018,Paris
Emilia,Kirbee,Emilia.Kirbee@icanschool.com,GameProgramming,2019,Paris
Kylynn,Daveta,Kylynn.Daveta@icanschool.com,UX,2022,Paris
Caritta,Carolin,Caritta.Carolin@icanschool.com,GameDesign,2019,Paris
Antonietta,Imelida,Antonietta.Imelida@icanschool.com,GameProgramming,2020,Paris
Heddie,Astra,Heddie.Astra@icanschool.com,Web,2020,Paris
Mara,Wiener,Mara.Wiener@icanschool.com,Communication,2018,Paris
Willetta,Remmer,Willetta.Remmer@icanschool.com,Web,2019,Paris
Ardys,Waite,Ardys.Waite@icanschool.com,GameArt,2023,Paris
Jenda,Felizio,Jenda.Felizio@icanschool.com,GameDesign,2022,Lille
Concettina,Tiffa,Concettina.Tiffa@icanschool.com,GameProgramming,2020,Lille
Brynna,Kirstin,Brynna.Kirstin@icanschool.com,BD,2019,Lille
Emylee,Mathilde,Emylee.Mathilde@icanschool.com,Web,2021,Lille
Fred,Torray,Fred.Torray@icanschool.com,BD,2020,Lille
Marti,Lipson,Marti.Lipson@icanschool.com,BD,2018,Lille
Odessa,Abbot,Odessa.Abbot@icanschool.com,GameProgramming,2018,Lille
Evaleen,Rozanna,Evaleen.Rozanna@icanschool.com,UX,2020,Lille
Ermengarde,Rheingold,Ermengarde.Rheingold@icanschool.com,GameDesign,2018,Lille
Gwenneth,Shelba,Gwenneth.Shelba@icanschool.com,GameProgramming,2021,Lille
Blake,Middleton,Blake.Middleton@icanschool.com,Communication,2020,Lille
Courtnay,Lanita,Courtnay.Lanita@icanschool.com,GameDesign,2023,Lille
Tracey,Tillford,Tracey.Tillford@icanschool.com,UX,2019,Lille
Liana,Kristi,Liana.Kristi@icanschool.com,GameArt,2023,Lille
Roslyn,Janith,Roslyn.Janith@icanschool.com,BD,2023,Lille
Elise,Halla,Elise.Halla@icanschool.com,Communication,2023,Lille
Alex,Myrilla,Alex.Myrilla@icanschool.com,GameArt,2021,Lille
Susan,Modie,Susan.Modie@icanschool.com,GameArt,2023,Lille
Elbertina,Ajay,Elbertina.Ajay@icanschool.com,Web,2022,Lille
Deloria,Sibyls,Deloria.Sibyls@icanschool.com,Web,2022,Lille
Tierney,Ardeha,Tierney.Ardeha@icanschool.com,UX,2020,Lille
Aubrie,Kamaria,Aubrie.Kamaria@icanschool.com,GameArt,2020,Lille
Claresta,Lanita,Claresta.Lanita@icanschool.com,UX,2019,Lille
Frieda,Sancho,Frieda.Sancho@icanschool.com,BD,2021,Lille
Deirdre,Aaberg,Deirdre.Aaberg@icanschool.com,GameArt,2023,Lille
Ottilie,Tice,Ottilie.Tice@icanschool.com,BD,2023,Lille
Vivia,Kat,Vivia.Kat@icanschool.com,GameDesign,2021,Lille
Arabel,O'Carroll,Arabel.O'Carroll@icanschool.com,Web,2021,Lille
Cecile,Michella,Cecile.Michella@icanschool.com,BD,2019,Lille
Gusella,Olnee,Gusella.Olnee@icanschool.com,Communication,2018,Lille
Lynnea,Maxi,Lynnea.Maxi@icanschool.com,BD,2023,Lille
Xylina,Bord,Xylina.Bord@icanschool.com,Web,2023,Lille
Kylynn,Aloise,Kylynn.Aloise@icanschool.com,GameArt,2023,Lille
Phedra,Glovsky,Phedra.Glovsky@icanschool.com,Web,2019,Lille
Magdalena,Travax,Magdalena.Travax@icanschool.com,GameArt,2023,Lille
Silvana,Linskey,Silvana.Linskey@icanschool.com,GameDesign,2021,Lille
Olwen,Zeeba,Olwen.Zeeba@icanschool.com,Communication,2022,Lille
Bernie,Kellby,Bernie.Kellby@icanschool.com,Communication,2021,Lille
Lila,Georgy,Lila.Georgy@icanschool.com,Communication,2020,Lille
Tobe,Kunin,Tobe.Kunin@icanschool.com,UX,2021,Lille
Nickie,Greyson,Nickie.Greyson@icanschool.com,UX,2019,Lille
Dawn,Emmaline,Dawn.Emmaline@icanschool.com,GameDesign,2023,Lille
Cathie,Kussell,Cathie.Kussell@icanschool.com,BD,2019,Lille
Rosene,Adalbert,Rosene.Adalbert@icanschool.com,Web,2019,Lille
Robinia,Saunderson,Robinia.Saunderson@icanschool.com,Web,2022,Lille
Livvyy,Georas,Livvyy.Georas@icanschool.com,UX,2021,Lille
Kittie,Loleta,Kittie.Loleta@icanschool.com,BD,2020,Lille
Emma,Carlson,Emma.Carlson@icanschool.com,Communication,2023,Lille
Mariann,Morgun,Mariann.Morgun@icanschool.com,Web,2020,Lille
Wilma,Helve,Wilma.Helve@icanschool.com,Communication,2021,Lille
Winny,Bonilla,Winny.Bonilla@icanschool.com,GameDesign,2020,Lille
Kalina,Diogenes,Kalina.Diogenes@icanschool.com,UX,2022,Lille
Millie,August,Millie.August@icanschool.com,GameProgramming,2021,Lille
Stephanie,Delila,Stephanie.Delila@icanschool.com,GameArt,2021,Lille
Jany,Cohdwell,Jany.Cohdwell@icanschool.com,GameArt,2018,Lille
Etta,Clara,Etta.Clara@icanschool.com,GameArt,2023,Lille
Selma,Roscoe,Selma.Roscoe@icanschool.com,UX,2022,Lille
Jenda,Magdalen,Jenda.Magdalen@icanschool.com,UX,2019,Lille
Minne,Earlie,Minne.Earlie@icanschool.com,GameArt,2022,Lille
Hayley,Fillbert,Hayley.Fillbert@icanschool.com,Communication,2019,Lille
Lonnie,Suzetta,Lonnie.Suzetta@icanschool.com,UX,2021,Lille
Alie,Rooney,Alie.Rooney@icanschool.com,GameArt,2018,Lille
Marline,Grobe,Marline.Grobe@icanschool.com,Communication,2019,Lille
Ilse,Helfand,Ilse.Helfand@icanschool.com,UX,2022,Lille
Jeanna,Edee,Jeanna.Edee@icanschool.com,Web,2019,Lille
Silvana,Linskey,Silvana.Linskey@icanschool.com,Communication,2021,Lille
Cassandra,Bevin,Cassandra.Bevin@icanschool.com,Web,2018,Lille
Dale,Lilybelle,Dale.Lilybelle@icanschool.com,BD,2021,Lille
Britni,Rustice,Britni.Rustice@icanschool.com,GameDesign,2020,Lille
Barbi,Ricki,Barbi.Ricki@icanschool.com,Web,2021,Lille
Atlanta,Means,Atlanta.Means@icanschool.com,BD,2018,Lille
Tilly,Adalbert,Tilly.Adalbert@icanschool.com,BD,2019,Lille
Evita,Tarrant,Evita.Tarrant@icanschool.com,Web,2021,Lille
Tierney,Woodberry,Tierney.Woodberry@icanschool.com,BD,2019,Lille
Kenna,Gerge,Kenna.Gerge@icanschool.com,Web,2021,Lille
Rosabelle,Tremayne,Rosabelle.Tremayne@icanschool.com,GameProgramming,2019,Lille
Maud,Hutchison,Maud.Hutchison@icanschool.com,Web,2018,Lille
Elfreda,Pip,Elfreda.Pip@icanschool.com,Web,2021,Lille
Caressa,Vilma,Caressa.Vilma@icanschool.com,GameDesign,2018,Lille
Gale,Annabella,Gale.Annabella@icanschool.com,Communication,2023,Lille
Drucie,Freddi,Drucie.Freddi@icanschool.com,GameArt,2021,Lille
Laure,Oriana,Laure.Oriana@icanschool.com,Web,2019,Lille
Ruthe,Wilkinson,Ruthe.Wilkinson@icanschool.com,UX,2019,Lille
Amalie,Corilla,Amalie.Corilla@icanschool.com,UX,2023,Lille
Mireielle,Parette,Mireielle.Parette@icanschool.com,GameArt,2022,Lille
Silvana,McClimans,Silvana.McClimans@icanschool.com,Communication,2023,Lille
Eugine,Quent,Eugine.Quent@icanschool.com,Web,2023,Lille
Lilith,Macey,Lilith.Macey@icanschool.com,BD,2021,Lille
Nataline,Rosalba,Nataline.Rosalba@icanschool.com,GameArt,2019,Lille
Tori,Harday,Tori.Harday@icanschool.com,BD,2020,Lille
Valli,Lutero,Valli.Lutero@icanschool.com,GameArt,2022,Lille
Emmey,Libna,Emmey.Libna@icanschool.com,Communication,2018,Lille
Linzy,Campball,Linzy.Campball@icanschool.com,GameDesign,2021,Lille
Evaleen,Hull,Evaleen.Hull@icanschool.com,GameProgramming,2019,Lille
Tina,Kussell,Tina.Kussell@icanschool.com,BD,2019,Lille
Bobinette,Diogenes,Bobinette.Diogenes@icanschool.com,UX,2019,Lille
Andree,Sherfield,Andree.Sherfield@icanschool.com,Web,2019,Lille
Silvana,Alejoa,Silvana.Alejoa@icanschool.com,BD,2022,Lille
Karly,Haymes,Karly.Haymes@icanschool.com,GameArt,2023,Lille
Corene,Yate,Corene.Yate@icanschool.com,GameDesign,2020,Lille
Aigneis,Brady,Aigneis.Brady@icanschool.com,GameDesign,2020,Lille
Britte,Ajay,Britte.Ajay@icanschool.com,Web,2018,Lille
Rozele,Hachmin,Rozele.Hachmin@icanschool.com,GameProgramming,2021,Lille
Georgina,Karl,Georgina.Karl@icanschool.com,Communication,2022,Lille
Aryn,Hourigan,Aryn.Hourigan@icanschool.com,Web,2023,Lille
Moyna,Sigfrid,Moyna.Sigfrid@icanschool.com,GameArt,2021,Lille
Paule,Plato,Paule.Plato@icanschool.com,GameArt,2020,Lille
Melisent,Koziara,Melisent.Koziara@icanschool.com,GameArt,2023,Lille
Cathie,Kravits,Cathie.Kravits@icanschool.com,GameArt,2018,Lille
Dennie,Urania,Dennie.Urania@icanschool.com,Web,2021,Lille
Dede,Lunsford,Dede.Lunsford@icanschool.com,GameArt,2021,Lille
Halette,O'Carroll,Halette.O'Carroll@icanschool.com,Communication,2018,Lille
Jemie,Pozzy,Jemie.Pozzy@icanschool.com,Web,2019,Lille
Margalo,Lewes,Margalo.Lewes@icanschool.com,GameDesign,2020,Lille
Kamilah,Ax,Kamilah.Ax@icanschool.com,Web,2018,Lille
